Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Broker name,Broker agent,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/2207-Tonkawa-Trl-Katy-TX-77493/242105684_zpid/,,House for sale,Single Family,,475000,No,,,2764,sqft,171.85,6952.18,sqft,4,3,BHGRE Gary Greene,,2207 Tonkawa Trl,Katy,77493,TX,USA
https://www.zillow.com/homedetails/5267-Tall-Tower-St-Katy-TX-77493/251276861_zpid/,,House for sale,Single Family,,315000,No,,,1848,sqft,170.45,6494.8,sqft,4,3,Keller Williams Realty - Memor,,5267 Tall Tower St,Katy,77493,TX,USA
https://www.zillow.com/homedetails/18602-Willow-Moss-Dr-Katy-TX-77449/28462817_zpid/,,House for sale,Single Family,4,249900,No,,,1520,sqft,164.41,8677.15,sqft,4,2,"Adam Group Realty, LLC",,18602 Willow Moss Dr,Katy,77449,TX,USA
https://www.zillow.com/homedetails/4514-Brenta-Mountain-Ln-Katy-TX-77493/251179168_zpid/,,House for sale,Single Family,4,465000,No,,,2814,sqft,165.25,7731.9,sqft,4,3,Keller Williams Signature,,4514 Brenta Mountain Ln,Katy,77493,TX,USA
https://www.zillow.com/homedetails/25911-Shady-Dawn-Ln-Katy-TX-77494/80067983_zpid/,,House for sale,Single Family,,600000,Yes,20000,06/02/2023,4198,sqft,142.93,9173.74,sqft,5,4,"CB&A, Realtors",,25911 Shady Dawn Ln,Katy,77494,TX,USA
https://www.zillow.com/homedetails/5018-Brewcastle-Ln-Katy-TX-77493/251276588_zpid/,,House for sale,Single Family,,360000,No,,,2403,sqft,149.81,5384.02,sqft,4,3,"Great Wall Realty, LLC",,5018 Brewcastle Ln,Katy,77493,TX,USA
https://www.zillow.com/homedetails/27011-Coco-Flower-Ln-Katy-TX-77493/2057180952_zpid/,,New construction,Unknown,1,375000,No,,,2108,sqft,177.89,,,4,3,LennarVillageBldr-JaredTurner,,27011 Coco Flower Ln,Katy,77493,TX,USA
https://www.zillow.com/homedetails/4527-Valley-Rill-Rd-Katy-TX-77449/251166547_zpid/,,House for sale,Single Family,4,495000,No,,,3598,sqft,137.58,6298.78,sqft,5,4,Danny Nguyen Commercial,,4527 Valley Rill Rd,Katy,77449,TX,USA
https://www.zillow.com/homedetails/5625-Village-Way-Dr-Katy-TX-77493/28391322_zpid/,,House for sale,Single Family,10,270000,No,,,1209,sqft,223.33,7139.48,sqft,3,2,Keller Williams Premier Realty Katy,,5625 Village Way Dr,Katy,77493,TX,USA
https://www.zillow.com/homedetails/3361-Zubin-Ln-Katy-TX-77493/28554712_zpid/,,House for sale,Single Family,,339000,Yes,20900,06/09/2023,2563,sqft,132.27,6616.76,sqft,3,3,"CB&A, Realtors-Katy",,3361 Zubin Ln,Katy,77493,TX,USA
https://www.zillow.com/homedetails/3523-Paintbrush-Dawn-Ct-Katy-TX-77493/126279765_zpid/,,House for sale,Single Family,6,339500,No,,,1939,sqft,175.09,6446.88,sqft,3,2,Coldwell Banker Realty,,3523 Paintbrush Dawn Ct,Katy,77493,TX,USA
https://www.zillow.com/homedetails/22610-Auburn-Valley-Ln-Katy-TX-77449/161429009_zpid/,,House for sale,Single Family,,375000,No,,,2721,sqft,137.82,5902.38,sqft,5,3,Keller Williams Platinum,,22610 Auburn Valley Ln,Katy,77449,TX,USA
https://www.zillow.com/homedetails/3255-Bent-Brook-Way-Katy-TX-77449/62585182_zpid/,,House for sale,Single Family,9,324900,No,,,2128,sqft,152.68,6033.06,sqft,3,3,Aniyan Real Estate Brokerage,,3255 Bent Brook Way,Katy,77449,TX,USA
https://www.zillow.com/homedetails/20314-Blue-Juniper-Dr-Katy-TX-77449/28424441_zpid/,,House for sale,Single Family,,269900,No,,,1205,sqft,223.98,6830.21,sqft,3,2,NICOLE FREER GROUP,,20314 Blue Juniper Dr,Katy,77449,TX,USA
https://www.zillow.com/homedetails/27018-Vista-Field-Dr-Katy-TX-77493/2062200535_zpid/,,New construction,Unknown,25,279000,Yes,10000,06/11/2023,1690,sqft,165.09,4978.91,sqft,4,2,Fidelity Realtors and Services,,27018 Vista Field Dr,Katy,77493,TX,USA
https://www.zillow.com/homedetails/6914-Honeybird-Meadow-Cir-Katy-TX-77493/305255911_zpid/,,House for sale,Single Family,3,475000,No,,,2287,sqft,207.7,8123.94,sqft,4,2,RE/MAX Real Estate Assoc.,,6914 Honeybird Meadow Cir,Katy,77493,TX,USA
https://www.zillow.com/homedetails/3710-McDonough-Way-Katy-TX-77494/305290651_zpid/,,House for sale,Single Family,2,321950,No,,,1636,sqft,196.79,6094.04,sqft,4,2,Keller Williams Signature,,3710 McDonough Way,Katy,77494,TX,USA
https://www.zillow.com/homedetails/23510-Blue-Prato-Ct-Katy-TX-77493/245767341_zpid/,,House for sale,Single Family,5,415000,No,,,2842,sqft,146.02,0.28,acres,5,3,"Compass RE Texas, LLC",,23510 Blue Prato Ct,Katy,77493,TX,USA
https://www.zillow.com/homedetails/2330-Lambert-Dr-Katy-TX-77493/2058164194_zpid/,,New construction,Unknown,,699990,Yes,24088,05/20/2023,3075,sqft,227.64,9846,sqft,5,5,"DFH Realty Texas, LLC",,2330 Lambert Dr,Katy,77493,TX,USA
https://www.zillow.com/homedetails/4519-Hronas-Dr-Katy-TX-77449/337100612_zpid/,,House for sale,Single Family,4,498000,No,,,3574,sqft,139.34,6050.48,sqft,5,5,"eXp Realty, LLC",,4519 Hronas Dr,Katy,77449,TX,USA
https://www.zillow.com/homedetails/1507-Drexel-Dr-Katy-TX-77493/28182258_zpid/,,House for sale,Single Family,4,495000,No,,,1947,sqft,254.24,0.29,acres,3,2,"All City Real Estate, Ltd. Co.",,1507 Drexel Dr,Katy,77493,TX,USA
https://www.zillow.com/homedetails/4919-Arbor-Cv-Katy-TX-77494/2057180953_zpid/,,New construction,Unknown,1,416990,No,,,2426,sqft,171.88,,,4,4,LennarVillageBldr-JaredTurner,,4919 Arbor Cv,Katy,77494,TX,USA
https://www.zillow.com/homedetails/4503-Ashberry-Pine-Ln-Katy-TX-77449/161428006_zpid/,,House for sale,Single Family,5,350000,No,,,2981,sqft,117.41,6037.42,sqft,5,4,"Berry Realty Group, LLC",,4503 Ashberry Pine Ln,Katy,77449,TX,USA
https://www.zillow.com/homedetails/29823-Bethel-Valley-Trce-Katy-TX-77494/2057170963_zpid/,,New construction,Unknown,1,693900,No,,,3396,sqft,204.33,7001,sqft,4,4,"Perry Homes Realty, LLC",,29823 Bethel Valley Trce,Katy,77494,TX,USA
https://www.zillow.com/homedetails/19911-Upland-Creek-Dr-Katy-TX-77449/52417813_zpid/,,House for sale,Single Family,40,284000,No,,,1885,sqft,150.66,7265.81,sqft,4,2,REALM Real Estate Professional,,19911 Upland Creek Dr,Katy,77449,TX,USA
https://www.zillow.com/homedetails/2638-Orchard-Creek-Ln-Katy-TX-77494/72050314_zpid/,,House for sale,Single Family,4,350000,No,,,2193,sqft,159.6,6011.28,sqft,4,3,REALM Real Estate Professional,,2638 Orchard Creek Ln,Katy,77494,TX,USA
https://www.zillow.com/homedetails/23306-Brookdale-Bay-Ln-Katy-TX-77493/299351418_zpid/,,House for sale,Single Family,5,569900,No,,,3335,sqft,170.88,8324.32,sqft,4,4,HomeSmart,,23306 Brookdale Bay Ln,Katy,77493,TX,USA
https://www.zillow.com/homedetails/23818-Sumac-Bluff-Trl-Katy-TX-77493/2057436734_zpid/,,New construction,Unknown,14,321640,No,,,1474,sqft,218.21,,,3,2,Chesmar Homes,,23818 Sumac Bluff Trl,Katy,77493,TX,USA
https://www.zillow.com/homedetails/6122-Nicholas-Ln-Katy-TX-77494/84750561_zpid/,,House for sale,Single Family,4,389900,No,,,2323,sqft,167.84,7370.35,sqft,4,3,Houston Center Real Estate,,6122 Nicholas Ln,Katy,77494,TX,USA
https://www.zillow.com/homedetails/26815-Lantana-Canyon-Dr-Katy-TX-77493/2069669351_zpid/,,House for sale,Single Family,,264990,Yes,5000,06/11/2023,1375,sqft,192.72,6333.62,sqft,4,2,"Turner Mangum,LLC",,26815 Lantana Canyon Dr,Katy,77493,TX,USA
https://www.zillow.com/homedetails/27810-Hunters-Rock-Ln-Katy-TX-77494/120888269_zpid/,,House for sale,Single Family,,550000,No,,,2985,sqft,184.25,6764.87,sqft,4,4,BHGRE Gary Greene,,27810 Hunters Rock Ln,Katy,77494,TX,USA
https://www.zillow.com/homedetails/2707-Winthrop-Meadow-Way-Katy-TX-77494/176799129_zpid/,,House for sale,Single Family,,1099000,Yes,76000,06/08/2023,4781,sqft,229.87,0.37,acres,6,6,"Compass RE Texas, LLCKaty",,2707 Winthrop Meadow Way,Katy,77494,TX,USA
https://www.zillow.com/homedetails/6027-Painted-Daisy-Ln-Katy-TX-77494/2057170594_zpid/,,New construction,Unknown,1,534900,No,,,2589,sqft,206.6,8952,sqft,4,4,"Perry Homes Realty, LLC",,6027 Painted Daisy Ln,Katy,77494,TX,USA
https://www.zillow.com/homedetails/24602-Forest-Canopy-Dr-Katy-TX-77493/124873251_zpid/,,House for sale,Single Family,3,299920,No,,,1956,sqft,153.33,6050.48,sqft,3,2,Georgia Strong Realty Group,,24602 Forest Canopy Dr,Katy,77493,TX,USA
https://www.zillow.com/homedetails/7503-Greencross-Ln-Katy-TX-77494/2058734069_zpid/,,House for sale,Single Family,,729500,No,,,3970,sqft,183.75,0.26,acres,4,5,JLA Realty,,7503 Greencross Ln,Katy,77494,TX,USA
https://www.zillow.com/homedetails/27506-Macklind-Ridge-Ln-Katy-TX-77494/89633615_zpid/,,House for sale,Single Family,4,625000,No,,,3653,sqft,171.09,8611.81,sqft,5,4,"CB&A, Realtors-Katy",,27506 Macklind Ridge Ln,Katy,77494,TX,USA
https://www.zillow.com/homedetails/26736-Blanchard-Grove-Dr-Katy-TX-77494/80059252_zpid/,,House for sale,Single Family,,619000,Yes,12900,06/01/2023,4017,sqft,154.1,8685.86,sqft,4,4,"CB&A, Realtors-Katy",,26736 Blanchard Grove Dr,Katy,77494,TX,USA
https://www.zillow.com/homedetails/7314-Monarch-Dr-Katy-TX-77493/337728571_zpid/,,House for sale,Single Family,,685000,No,,,3617,sqft,189.38,0.37,acres,4,4,Strongtower Realty Group,,7314 Monarch Dr,Katy,77493,TX,USA
https://www.zillow.com/homedetails/6315-Diamond-Rock-Dr-Katy-TX-77449/28323443_zpid/,,House for sale,Single Family,4,275000,No,,,1571,sqft,175.05,5501.63,sqft,3,2,RE/MAX Universal Northwest,,6315 Diamond Rock Dr,Katy,77449,TX,USA
https://www.zillow.com/homedetails/4102-Mount-Everest-Way-Katy-TX-77449/84020758_zpid/,,House for sale,Single Family,4,295000,No,,,1890,sqft,156.08,6046.13,sqft,3,2,"Compass RE Texas, LLC Heights",,4102 Mount Everest Way,Katy,77449,TX,USA
https://www.zillow.com/homedetails/4911-Jarl-Ct-Katy-TX-77449/97641105_zpid/,,House for sale,Single Family,4,374900,No,,,4283,sqft,87.53,5776.06,sqft,5,4,"eXp Realty, LLC",,4911 Jarl Ct,Katy,77449,TX,USA
https://www.zillow.com/homedetails/3342-Sumac-Dr-Katy-TX-77494/335688152_zpid/,,House for sale,Single Family,5,365000,No,,,2418,sqft,150.95,6128.89,sqft,4,3,H & L Realty,,3342 Sumac Dr,Katy,77494,TX,USA
https://www.zillow.com/homedetails/3915-Giorgio-Pastel-Pl-Katy-TX-77493/338050984_zpid/,,New construction,Unknown,5,300112,No,,,1947,sqft,154.14,4940,sqft,4,3,Legend Home Corporation,,3915 Giorgio Pastel Pl,Katy,77493,TX,USA
https://www.zillow.com/homedetails/1315-Carnation-St-Katy-TX-77493/80255421_zpid/,,House for sale,Single Family,,789500,No,,,3673,sqft,214.95,0.44,acres,4,4,RE/MAX Grand,,1315 Carnation St,Katy,77493,TX,USA
https://www.zillow.com/homedetails/27023-Rimini-Point-Dr-Katy-TX-77493/2060431949_zpid/,,New construction,Unknown,109,285000,No,,,1683,sqft,169.34,,,4,2,JPAR - The Sears Group,,27023 Rimini Point Dr,Katy,77493,TX,USA
https://www.zillow.com/homedetails/4211-Robin-Meadow-Ct-Katy-TX-77449/28423874_zpid/,,House for sale,Single Family,,270000,Yes,10000,03/25/2023,2350,sqft,114.89,0.26,acres,4,4,"Prodigio, REALTORS",,4211 Robin Meadow Ct,Katy,77449,TX,USA
https://www.zillow.com/homedetails/2903-Shadowbrook-Chase-Ln-Katy-TX-77494/176803306_zpid/,,House for sale,Single Family,5,475000,No,,,2978,sqft,159.5,8258.98,sqft,4,4,Keller Williams Woodlands,,2903 Shadowbrook Chase Ln,Katy,77494,TX,USA
https://www.zillow.com/homedetails/2927-Rising-Sun-Rd-Katy-TX-77449/28537184_zpid/,,House for sale,Single Family,4,235000,No,,,1240,sqft,189.52,4051.08,sqft,3,2,Deborah Villarreal,,2927 Rising Sun Rd,Katy,77449,TX,USA
https://www.zillow.com/homedetails/26427-Hidden-Timbers-Ln-Katy-TX-77494/82725807_zpid/,,House for sale,Single Family,,670000,No,,,3943,sqft,169.92,0.25,acres,5,4,Southern Star Realty,,26427 Hidden Timbers Ln,Katy,77494,TX,USA
